rank,class,team,seed,conf,wins_losses,pythagorean_rating,adj_offensive_efficiency,adj_offensive_efficiency_seed,adj_defensive_efficiency,adj_defensive_efficiency_seed,adj_tempo,adj_tempo_seed,luck,luck_seed,sos_pythagorean_rating,sos_pythagorean_seed,opposing_offenses,opposing_offenses_seed,opposing_defenses,opposing_defenses_seed,ncsos_pythagorean_rating,ncsos_pythagorean_seed
194,,Coastal Carolina,,BSth,19-12,.4063,101.0,165,104.4,235,64.6,248,-.005,185,.3757,289,100.1,233,104.6,325,.4806,181
195,,Albany,,AE,19-15,.4027,106.9,69,110.6,320,65.7,192,-.018,216,.3097,332,96.2,337,103.1,266,.3673,301
196,,Arkansas St.,,SB,14-20,.4026,102.0,143,105.6,264,62.6,309,-.023,231,.4968,156,100.5,205,100.6,137,.5748,77
197,,St. Francis NY,,NEC,15-15,.4009,95.9,270,99.3,128,69.2,42,-.025,236,.3489,316,98.8,300,104.3,315,.3701,300
198,,Tennessee Tech,,OVC,19-14,.3986,101.0,166,104.7,240,69.0,49,+.068,26,.4536,195,101.2,170,102.8,241,.5075,147
199,,Jacksonville St.,,OVC,15-18,.3983,97.9,235,101.4,170,64.2,263,-.083,330,.3803,285,99.3,280,103.6,291,.4503,212
200,,Lipscomb,,ASun,13-18,.3980,99.0,208,102.7,199,69.3,39,+.015,136,.5164,140,102.3,110,101.7,174,.5524,99
201,,Miami OH,,MAC,9-21,.3978,100.3,183,103.9,223,60.6,339,-.039,261,.5930,76,103.6,60,100.3,120,.6574,25
202,,Toledo,,MAC,19-17,.3927,101.4,156,105.3,259,66.3,150,-.014,205,.3757,288,98.3,309,102.8,239,.3287,324
203,,Cornell,,Ivy,12-16,.3910,96.2,259,100.0,138,68.4,66,+.028,95,.5224,135,101.2,169,100.4,124,.5778,76
204,,North Carolina Central,,MEAC,17-15,.3888,96.1,263,100.0,137,65.9,177,-.062,305,.3624,303,98.2,313,103.1,265,.6858,18
205,,Central Connecticut,,NEC,13-16,.3875,97.9,231,101.9,178,67.8,91,-.052,291,.3885,277,99.2,283,103.2,269,.4740,192
206,,SMU,,CUSA,13-19,.3873,95.1,281,99.0,121,60.7,337,-.031,251,.5185,137,101.7,140,101.1,153,.4160,252
207,,Austin Peay,,OVC,12-20,.3842,100.3,182,104.5,237,68.5,61,-.029,248,.5278,132,102.6,94,101.6,170,.7291,10
208,,Ball St.,,MAC,15-15,.3834,97.8,236,101.9,179,63.2,293,-.055,294,.3811,283,98.6,304,102.9,247,.3233,327
209,,Rhode Island,,A10,7-24,.3817,100.9,167,105.2,256,67.8,90,-.048,280,.5965,74,102.8,89,99.3,69,.5061,148
210,,Wright St.,,Horz,13-19,.3785,93.5,292,97.6,92,63.2,292,-.002,176,.5258,134,101.3,166,100.4,121,.5524,97
211,,Hawaii,,WAC,16-16,.3779,101.3,159,105.8,265,71.1,17,+.035,80,.4353,214,100.5,211,102.8,237,.3297,323
212,,San Diego,,WCC,13-18,.3777,99.9,195,104.3,230,66.1,170,+.005,161,.4921,160,101.0,176,101.3,157,.4328,234
213,,Portland St.,,BSky,17-15,.3767,105.4,85,110.2,317,66.9,125,-.002,177,.3756,290,100.3,217,104.8,331,.5448,109
214,,Rider,,MAAC,13-19,.3764,102.2,139,106.8,276,68.7,54,-.000,173,.4734,179,100.9,178,101.8,181,.5692,82
215,,South Alabama,,SB,17-12,.3743,99.3,205,103.8,218,65.9,179,+.104,9,.4187,240,99.5,266,102.4,214,.4046,264
216,,Tulane,,CUSA,15-16,.3712,95.8,273,100.3,141,65.4,200,-.073,323,.4179,242,98.9,293,101.8,177,.2101,345
217,,Wake Forest,,ACC,13-18,.3698,99.7,198,104.4,236,66.8,129,+.057,45,.5690,99,102.1,123,99.7,83,.3995,277
218,,McNeese St.,,Slnd,17-16,.3690,100.4,179,105.1,254,64.8,237,+.044,64,.4307,224,99.0,290,101.5,165,.6360,34
219,,Louisiana Lafayette,,SB,16-16,.3618,91.3,311,95.9,63,70.2,27,+.016,132,.4326,220,100.9,180,103.3,279,.4424,220
220,,Eastern Washington,,BSky,15-17,.3609,99.3,203,104.4,231,68.8,53,-.046,274,.4170,245,101.8,134,104.8,330,.6302,39
221,,Holy Cross,,Pat,15-14,.3579,96.9,249,101.9,181,66.2,158,+.055,49,.3980,269,99.5,265,103.2,270,.4734,193
222,,Florida Atlantic,,SB,11-19,.3494,98.4,224,103.9,222,64.7,246,-.047,276,.5469,115,101.7,144,100.0,101,.7123,12
223,,Southern Illinois,,MVC,8-23,.3443,97.6,240,103.2,207,65.9,184,-.051,287,.5916,77,102.7,92,99.5,72,.4758,187
224,,Hofstra,,CAA,10-22,.3437,96.6,253,102.2,188,66.8,130,-.122,345,.4582,190,100.1,229,101.6,168,.3730,297
225,,Lafayette,,Pat,13-18,.3398,104.5,106,110.7,322,66.7,135,+.011,143,.4369,212,99.9,239,102.2,199,.4910,166
226,,Western Carolina,,SC,17-18,.3396,99.9,193,105.9,268,66.7,133,+.043,66,.4118,251,100.5,212,103.6,292,.6078,54
227,,Seattle,,ind,12-15,.3357,97.0,247,102.9,202,76.0,1,-.069,317,.3670,297,100.6,199,105.5,342,.3670,302
228,,FIU,,SB,8-21,.3338,97.8,237,103.8,220,64.9,230,-.067,316,.4689,181,100.3,220,101.4,160,.5375,116
229,,Siena,,MAAC,14-17,.3336,96.0,268,101.9,180,65.5,196,+.043,65,.4239,233,99.7,253,102.4,217,.4441,219
230,,Southeast Missouri St.,,OVC,15-16,.3334,103.2,125,109.6,315,65.7,191,-.036,256,.3691,294,99.3,279,104.0,310,.4339,232
231,,Arizona St.,,P12,10-21,.3331,98.9,212,105.1,250,63.6,281,+.006,157,.5509,111,101.4,158,99.6,79,.3821,292
232,,Sacred Heart,,NEC,14-18,.3329,100.2,187,106.4,271,66.7,134,-.028,244,.3760,287,98.7,303,103.1,264,.4183,249
233,,Delaware St.,,MEAC,15-14,.3301,100.1,189,106.4,272,61.1,330,+.013,140,.3363,326,97.2,330,103.1,261,.6027,57
234,,Northwestern St.,,Slnd,16-16,.3298,94.4,285,100.4,144,70.2,25,+.006,159,.4215,236,99.6,261,102.4,213,.5932,67
235,,Southern Utah,,Sum,14-17,.3291,96.3,258,102.4,194,63.8,279,+.014,139,.4189,239,102.9,79,105.9,343,.3284,325
236,,Jacksonville,,ASun,8-22,.3227,97.5,242,104.0,226,66.9,124,-.019,222,.5708,98,103.0,76,100.5,132,.6776,21
237,,High Point,,BSth,13-18,.3189,103.9,115,111.0,325,64.7,243,-.064,311,.3815,282,99.5,264,103.8,299,.4951,161
238,,Campbell,,BSth,17-15,.3167,101.1,163,108.1,291,68.3,68,+.050,55,.3831,281,99.9,238,104.2,313,.4746,190
239,,Georgia Southern,,SC,15-15,.3153,95.5,278,102.2,186,66.1,169,+.071,24,.4058,261,99.4,274,102.7,236,.6166,46
240,,Utah Valley,,GWC,20-13,.3137,97.9,230,104.8,245,65.8,188,+.046,62,.2986,337,97.1,331,104.5,323,.3907,283
241,,Niagara,,MAAC,14-19,.3113,101.3,160,108.5,298,68.2,80,+.041,69,.4496,200,100.3,219,102.1,192,.5418,113
242,,Mississippi Valley St.,16,SWAC,21-13,.3100,95.5,277,102.4,195,70.1,28,+.128,2,.3230,330,96.4,336,102.8,240,.8300,2
243,,Texas Tech,,B12,8-23,.3071,92.0,307,98.7,115,64.8,242,-.016,207,.6524,39,104.8,36,99.2,62,.3073,332
244,,UNC Wilmington,,CAA,10-21,.3066,97.7,238,104.9,246,67.0,119,+.008,149,.5320,129,101.8,135,100.7,140,.5588,92
245,,Stetson,,ASun,9-20,.3043,100.0,191,107.5,283,71.5,14,-.011,198,.5416,122,102.9,80,101.4,164,.6355,35
246,,Furman,,SC,15-16,.3035,96.2,262,103.4,210,65.0,222,+.013,141,.4002,268,99.8,249,103.4,282,.4959,157
247,,USC,,P12,6-26,.3012,87.9,335,94.5,42,61.4,327,-.100,340,.6393,53,103.7,59,98.6,40,.5444,110
248,,Marist,,MAAC,14-18,.2988,96.6,252,104.1,227,68.4,65,+.048,60,.4158,247,99.3,281,102.2,205,.4368,230
249,,James Madison,,CAA,12-20,.2975,99.4,201,107.1,279,66.3,154,+.010,146,.4525,197,99.5,263,101.2,155,.4303,238
250,,Cal St. Bakersfield,,ind,16-15,.2926,99.6,200,107.5,284,65.9,181,+.054,52,.3655,300,100.0,237,104.9,332,.3655,305
251,,Bethune Cookman,,MEAC,18-17,.2878,101.3,158,109.6,314,63.3,290,+.057,47,.3442,320,97.4,328,103.0,253,.5683,84
252,,UC Irvine,,BW,12-20,.2840,95.6,276,103.6,217,69.4,34,+.000,172,.4606,187,101.5,151,102.9,249,.5453,106
253,,Fordham,,A10,10-19,.2838,93.9,289,101.8,176,67.0,118,+.071,25,.5680,100,102.8,87,100.4,125,.4026,270
254,,North Dakota,,GWC,17-15,.2819,93.8,290,101.8,175,67.5,104,+.025,104,.3390,324,98.1,314,104.0,308,.5025,153
255,,Presbyterian,,BSth,14-15,.2818,100.5,175,109.0,307,61.0,332,+.023,114,.3582,306,99.6,259,104.8,329,.4529,211
256,,Appalachian St.,,SC,13-18,.2809,98.2,227,106.6,275,66.6,144,+.005,160,.4142,250,99.9,242,103.0,252,.6349,36
257,,Elon,,SC,15-16,.2753,96.9,248,105.5,263,69.2,41,+.072,23,.4183,241,100.0,236,102.9,250,.6287,40
258,,Eastern Michigan,,MAC,14-18,.2720,89.5,323,97.5,88,60.0,341,+.096,12,.4727,180,100.9,179,101.8,182,.5725,79
259,,VMI,,BSth,17-16,.2707,100.3,180,109.3,311,73.6,4,+.073,22,.3555,311,99.4,275,104.6,327,.4411,223
260,,Morgan St.,,MEAC,9-20,.2696,97.2,243,106.0,269,67.1,117,-.104,342,.3750,291,97.9,318,102.3,209,.6030,56
261,,Winthrop,,BSth,12-20,.2660,92.6,300,101.2,164,62.9,303,-.022,226,.4223,235,101.1,173,103.9,301,.6660,22
262,,Texas St.,,Slnd,13-17,.2655,98.2,228,107.3,281,72.6,7,-.058,302,.3670,298,97.8,323,102.5,219,.4387,227
263,,Central Michigan,,MAC,11-21,.2632,96.2,260,105.2,255,64.9,225,-.005,187,.4772,174,99.8,245,100.6,138,.5254,134
264,,Boston College,,ACC,9-22,.2617,93.3,294,102.1,185,65.4,205,+.047,61,.5906,78,102.5,102,99.3,67,.4264,243
265,,Monmouth,,NEC,12-20,.2614,96.7,251,105.8,266,69.1,44,+.063,34,.4514,198,100.5,204,102.3,207,.5965,63
266,,Northern Colorado,,BSky,9-19,.2578,102.0,145,111.8,330,67.1,116,-.058,301,.4117,252,100.7,195,103.9,302,.6287,41
267,,San Jose St.,,WAC,9-22,.2552,98.5,221,108.1,293,65.0,223,-.046,272,.4540,194,101.7,138,103.4,283,.3660,304
268,,Eastern Kentucky,,OVC,16-16,.2551,99.1,207,108.7,302,62.5,315,+.052,53,.3643,301,99.7,257,104.6,326,.3905,285
269,,UNC Greensboro,,SC,13-19,.2539,95.9,272,105.3,258,72.2,9,+.094,14,.4637,185,100.8,187,102.1,195,.7424,5
270,,Liberty,,BSth,14-18,.2488,99.0,209,109.0,309,65.0,224,+.052,54,.3608,304,99.4,273,104.5,321,.4084,261
271,,IPFW,,Sum,11-19,.2486,96.7,250,106.5,274,69.5,32,+.021,121,.4300,226,102.5,101,105.0,336,.3771,294
272,,Bradley,,MVC,7-25,.2482,91.9,308,101.2,167,68.4,64,-.013,202,.5943,75,103.5,62,100.1,107,.4882,170
273,,Chattanooga,,SC,11-21,.2472,96.1,267,105.8,267,68.6,56,-.116,344,.4073,258,100.1,230,103.4,286,.5489,104
274,,Troy,,SB,10-18,.2464,103.1,127,113.6,336,68.2,75,+.018,126,.4756,176,100.1,234,100.9,148,.5380,115
275,,Texas Southern,,SWAC,15-18,.2430,91.2,313,100.6,150,66.3,155,-.013,203,.3026,336,95.8,338,103.0,258,.7919,4
276,,Coppin St.,,MEAC,14-16,.2414,104.8,101,115.8,341,69.2,40,-.004,182,.3543,312,97.3,329,102.5,220,.5981,62
277,,Hampton,,MEAC,12-21,.2413,90.8,317,100.3,140,68.2,76,-.051,288,.3081,333,98.3,311,105.4,340,.4060,263
278,,Samford,,SC,11-19,.2406,100.8,170,111.4,327,62.7,308,+.024,111,.4245,232,99.9,244,102.5,221,.6164,47
279,,Gardner Webb,,BSth,12-20,.2379,93.5,293,103.4,212,64.9,226,-.033,254,.3917,274,100.5,207,104.4,319,.4883,169
280,,Pacific,,BW,11-19,.2357,95.7,275,106.1,270,62.4,318,-.027,241,.4149,248,101.3,161,104.4,318,.4388,226
281,,South Dakota,,Sum,10-18,.2337,97.9,234,108.5,300,69.3,37,-.016,208,.4038,262,101.5,148,105.0,335,.3071,333
282,,Maine,,AE,12-17,.2334,94.1,287,104.4,234,67.9,88,-.043,268,.3422,321,97.9,316,103.7,295,.4347,231
283,,Santa Clara,,WCC,8-22,.2334,101.5,154,112.5,333,66.4,148,-.076,328,.4990,154,101.8,137,101.8,180,.4415,222
284,,Portland,,WCC,7-24,.2269,97.0,246,107.9,290,67.8,93,+.017,130,.6181,62,104.4,41,100.1,111,.7310,9
285,,Illinois Chicago,,Horz,8-22,.2241,96.6,254,107.6,285,64.9,228,+.006,155,.4988,155,100.3,216,100.4,122,.4475,216
286,,William & Mary,,CAA,6-26,.2238,97.1,244,108.2,296,63.5,285,-.064,309,.5179,138,101.5,150,100.9,145,.5103,143
287,,Loyola Chicago,,Horz,7-23,.2235,94.1,288,104.8,243,60.8,335,-.057,300,.4872,168,100.2,227,100.6,136,.4065,262
288,,UC Riverside,,BW,14-17,.2191,88.7,328,99.1,124,64.0,275,+.120,4,.4356,213,101.0,174,103.3,281,.5040,151
289,,UMKC,,Sum,10-21,.2180,98.5,223,110.1,316,64.1,269,-.023,230,.4473,202,102.1,121,104.0,306,.4409,224
290,,Pepperdine,,WCC,10-19,.2166,93.3,295,104.3,229,61.9,323,+.014,138,.4739,178,102.1,120,103.0,256,.3644,306
291,,Sam Houston St.,,Slnd,13-19,.2156,88.4,330,98.9,119,63.6,284,-.011,199,.4277,229,99.4,276,101.9,186,.5664,86
292,,Mount St. Mary's,,NEC,8-21,.2085,92.2,302,103.6,216,63.6,282,-.052,289,.3925,273,98.8,301,102.6,224,.5269,129
293,,New Hampshire,,AE,13-16,.1975,89.7,322,101.3,169,65.1,216,+.016,133,.2835,339,96.8,334,104.9,333,.2870,337
294,,Sacramento St.,,BSky,10-18,.1953,96.4,256,109.0,306,66.2,160,-.090,333,.3113,331,99.4,272,106.5,345,.3338,321
295,,Eastern Illinois,,OVC,12-17,.1947,96.2,261,108.8,304,64.1,270,+.017,128,.3413,322,98.3,310,104.1,311,.3354,320
296,,Montana St.,,BSky,12-17,.1896,95.3,279,108.1,294,66.8,127,+.027,101,.3535,313,100.1,235,105.4,341,.4316,236
297,,Utah,,P12,6-25,.1879,91.2,314,103.5,215,62.1,321,-.010,196,.6131,63,103.7,58,99.7,84,.4579,206
298,,Army,,Pat,12-18,.1869,92.0,306,104.5,239,69.5,33,-.006,189,.3052,334,97.8,322,105.0,334,.2285,344
299,,NJIT,,GWC,15-17,.1864,96.0,269,109.1,310,65.0,221,-.024,233,.2859,338,97.0,332,105.1,337,.3889,288
300,,Cal St. Northridge,,BW,7-21,.1802,97.9,233,111.7,328,68.9,50,-.049,283,.4271,231,100.3,223,102.8,244,.4785,183
301,,North Carolina A&T,,MEAC,12-20,.1802,92.3,301,105.3,261,69.0,46,-.026,240,.3896,276,99.7,252,103.7,297,.6481,29
302,,Hartford,,AE,9-22,.1747,90.7,318,103.8,221,65.1,217,-.018,215,.3473,317,97.5,327,103.0,254,.4374,229
303,,Southeastern Louisiana,,Slnd,12-17,.1742,85.3,344,97.7,95,64.0,274,+.011,144,.3273,329,97.9,317,104.2,314,.3571,307
304,,Dartmouth,,Ivy,5-25,.1708,89.1,325,102.2,189,63.8,278,-.076,329,.4198,238,99.9,241,102.8,238,.3429,315
305,,Louisiana Monroe,,SB,3-26,.1624,95.8,274,110.5,319,64.9,231,-.088,332,.4890,165,100.3,215,100.7,142,.5276,128
306,,SIU Edwardsville,,OVC,10-17,.1616,94.1,286,108.6,301,69.0,47,+.059,39,.3580,308,98.9,295,104.0,307,.3667,303
307,,Idaho St.,,BSky,9-21,.1600,95.9,271,110.8,323,65.9,185,+.028,96,.4066,259,99.9,243,103.2,274,.5508,102
308,,Brown,,Ivy,8-23,.1548,94.5,284,109.5,313,65.2,210,-.006,190,.4176,244,99.4,270,102.3,212,.3382,318
309,,St. Francis PA,,NEC,6-23,.1483,93.6,291,109.0,308,64.4,258,-.050,284,.4297,227,100.7,194,103.2,272,.6186,44
310,,Howard,,MEAC,10-21,.1450,89.5,324,104.4,232,66.2,157,+.039,75,.4372,211,99.8,246,102.0,191,.7329,8
311,,Nicholls St.,,Slnd,10-20,.1388,100.9,168,118.2,344,66.6,143,+.048,58,.4098,253,98.2,312,101.4,161,.5293,123
312,,Kennesaw St.,,ASun,3-28,.1380,96.1,264,112.7,334,63.4,288,-.100,341,.5423,120,102.6,95,101.1,154,.5810,74
313,,Texas Pan American,,GWC,11-21,.1368,91.5,310,107.4,282,65.2,212,+.017,129,.4007,267,99.5,267,103.0,259,.5599,91
314,,Texas A&M Corpus Chris,,Slnd,6-24,.1321,88.1,332,103.8,219,66.1,172,+.026,102,.4283,228,99.0,288,101.6,167,.5256,133
315,,Florida A&M,,MEAC,10-23,.1297,92.2,303,108.8,303,68.9,51,+.040,74,.3579,309,97.8,321,102.9,248,.5453,105
316,,Radford,,BSth,6-26,.1275,88.7,327,104.9,248,66.0,175,-.064,310,.4093,255,100.7,196,104.0,304,.5337,120
317,,Houston Baptist,,GWC,10-20,.1253,91.3,312,108.1,292,71.6,12,+.015,137,.3361,327,99.2,282,105.2,338,.4578,207
318,,The Citadel,,SC,6-24,.1220,90.8,316,107.8,288,64.2,268,-.041,267,.4012,266,100.1,232,103.7,293,.4758,186
319,,Central Arkansas,,Slnd,8-21,.1188,91.0,315,108.3,297,73.0,6,+.002,167,.3962,271,99.0,292,102.7,233,.5220,137
320,,Southern,,SWAC,17-14,.1172,88.3,331,105.3,257,64.3,260,+.112,7,.2189,345,93.1,344,104.0,305,.5374,117
321,,UC Davis,,BW,5-26,.1159,92.8,297,110.8,324,66.2,165,-.039,263,.4300,225,100.6,202,103.1,260,.4196,248
322,,Colgate,,Pat,8-22,.1153,96.5,255,115.2,340,65.3,207,+.062,35,.4159,246,99.1,286,102.1,194,.4045,265
323,,Saint Peter's,,MAAC,5-26,.1137,87.9,334,105.1,253,64.7,247,-.046,273,.4594,189,100.7,192,102.2,198,.5127,140
324,,Alabama St.,,SWAC,12-19,.1087,86.1,340,103.4,211,64.4,256,+.027,99,.2728,340,94.8,341,103.2,273,.7381,6
325,,Arkansas Pine Bluff,,SWAC,11-22,.1074,92.0,305,110.6,321,66.2,167,+.063,33,.3048,335,95.2,339,102.2,204,.7136,11
326,,Northern Illinois,,MAC,5-26,.1070,90.0,320,108.2,295,63.1,295,-.024,232,.4335,217,100.3,222,102.6,226,.3970,280
327,,Maryland Eastern Shore,,MEAC,7-23,.1066,85.6,343,103.0,203,68.0,86,+.004,163,.4036,263,98.8,297,102.3,206,.5963,64
328,,Canisius,,MAAC,5-25,.1063,93.0,296,111.9,331,66.6,141,+.003,166,.3906,275,99.8,251,103.7,298,.3248,326
329,,Prairie View A&M,,SWAC,14-18,.0961,84.3,345,102.4,193,70.9,18,+.046,63,.2524,342,94.9,340,104.3,316,.6808,20
330,,Nebraska Omaha,,ind,11-18,.0949,94.5,283,115.0,339,71.8,11,-.055,295,.4852,169,101.6,147,102.1,193,.4852,175
331,,Navy,,Pat,3-26,.0927,89.7,321,109.4,312,60.8,336,-.056,297,.4209,237,100.8,190,103.6,290,.4118,257
332,,Alcorn St.,,SWAC,9-22,.0896,87.3,336,106.8,277,68.5,62,-.045,271,.2338,344,93.4,343,103.5,289,.6861,17
333,,Chicago St.,,GWC,4-26,.0887,88.1,333,107.9,289,70.2,26,-.049,281,.4399,209,100.5,206,102.6,227,.5928,68
334,,Longwood,,ind,10-21,.0850,98.8,218,121.4,345,70.8,19,+.010,147,.3524,315,97.8,320,103.2,271,.3524,309
335,,Tennessee Martin,,OVC,4-27,.0801,92.6,299,114.6,337,66.5,146,-.013,201,.4637,184,100.3,214,101.6,169,.5353,119
336,,Bryant,,NEC,2-28,.0745,92.2,304,114.8,338,66.2,166,-.038,260,.4310,223,99.5,269,101.9,184,.5184,138
337,,Fairleigh Dickinson,,NEC,3-26,.0732,85.9,342,107.1,280,67.6,98,+.034,81,.4090,256,100.2,226,103.5,288,.4788,182
338,,Jackson St.,,SWAC,7-24,.0731,86.4,338,107.8,287,62.2,320,-.028,245,.3533,314,96.7,335,101.9,187,.8363,1
339,,UMBC,,AE,4-26,.0716,90.6,319,113.2,335,69.4,35,-.029,249,.3581,307,98.0,315,103.1,263,.4697,197
340,,Towson,,CAA,1-31,.0705,86.7,337,108.5,299,63.0,299,-.037,258,.5759,93,102.3,113,99.6,77,.6134,51
341,,Alabama A&M,,SWAC,7-21,.0677,88.6,329,111.4,326,67.9,89,-.064,308,.2405,343,92.9,345,102.7,232,.7345,7
342,,Northern Arizona,,BSky,5-24,.0634,88.9,326,112.4,332,65.8,187,-.005,186,.3685,295,99.8,250,104.6,324,.4284,240
343,,South Carolina St.,,MEAC,5-26,.0612,91.6,309,116.2,343,69.5,31,-.030,250,.3638,302,98.8,299,103.7,296,.5048,149
344,,Binghamton,,AE,2-29,.0525,85.9,341,110.5,318,65.5,198,-.022,228,.3387,325,97.6,326,103.4,284,.3916,281
345,,Grambling St.,,SWAC,4-24,.0317,86.2,339,116.1,342,65.6,195,+.022,115,.2727,341,94.8,342,103.2,275,.6387,31
