rank,class,team,seed,conf,wins_losses,pythagorean_rating,adj_offensive_efficiency,adj_offensive_efficiency_seed,adj_defensive_efficiency,adj_defensive_efficiency_seed,adj_tempo,adj_tempo_seed,luck,luck_seed,sos_pythagorean_rating,sos_pythagorean_seed,opposing_offenses,opposing_offenses_seed,opposing_defenses,opposing_defenses_seed,ncsos_pythagorean_rating,ncsos_pythagorean_seed
21,,Duke,2,ACC,27-7,.8666,114.5,10,97.3,81,67.6,96,+.058,43,.6950,22,105.2,22,97.9,20,.6857,19
22,,Kansas St.,8,B12,22-11,.8602,108.1,58,92.3,21,67.1,114,-.024,235,.6803,31,104.8,35,98.1,24,.4044,266
23,,Michigan,4,B10,24-10,.8588,112.2,19,95.9,61,61.1,329,+.058,42,.7275,4,106.6,5,97.9,14,.4610,204
24,,Iowa St.,8,B12,23-11,.8561,111.5,24,95.5,54,67.2,113,-.004,183,.6767,32,105.1,25,98.6,39,.4029,269
25,,Florida St.,3,ACC,25-10,.8558,106.0,81,90.8,13,67.5,105,+.035,78,.6832,30,104.9,32,98.1,23,.5579,93
26,,Cincinnati,6,BE,26-11,.8543,107.7,61,92.4,22,64.0,273,+.024,112,.6498,43,103.4,66,98.0,21,.2793,339
27,,Alabama,9,SEC,21-12,.8455,103.2,126,89.0,5,63.1,298,-.066,313,.6744,33,105.6,14,99.1,57,.5901,69
28,,Purdue,10,B10,22-13,.8439,114.8,9,99.1,125,65.4,206,-.003,179,.7016,17,106.3,9,98.7,44,.4277,241
29,,Murray St.,6,OVC,31-2,.8344,105.4,91,91.5,15,65.9,180,+.032,87,.4405,208,101.3,164,103.4,285,.5997,60
30,,Texas,11,B12,20-14,.8313,110.7,30,96.4,67,66.1,171,-.066,314,.6960,21,105.7,12,98.4,31,.4690,198
31,,California,12,P12,24-10,.8280,109.0,43,95.1,48,67.0,120,-.008,193,.5754,94,102.3,114,99.6,78,.4571,208
32,,Long Beach St.,12,BW,25-9,.8261,108.7,51,94.9,45,67.5,103,-.046,275,.5344,128,102.5,100,101.3,158,.8171,3
33,,Virginia,10,ACC,22-10,.8248,102.0,147,89.1,6,60.6,338,-.025,238,.5790,90,102.9,81,100.1,106,.3493,311
34,,Belmont,14,ASun,27-8,.8236,114.1,12,99.8,135,68.1,83,-.016,210,.5055,150,101.9,129,101.7,175,.6048,55
35,,Creighton,8,MVC,29-6,.8196,116.6,6,102.2,190,66.6,140,+.079,20,.5828,84,102.7,93,99.8,90,.4678,199
36,,Stanford,,P12,26-11,.8179,104.6,104,91.8,18,68.0,84,-.018,217,.5566,105,102.2,117,100.2,112,.4129,256
37,,Notre Dame,7,BE,22-12,.8149,108.5,54,95.4,52,61.2,328,+.032,86,.6632,36,104.2,42,98.3,27,.4284,239
38,,VCU,12,CAA,29-7,.8141,104.7,102,92.1,19,66.2,159,+.025,103,.5142,141,100.2,225,99.7,89,.5526,95
39,,Harvard,12,Ivy,26-5,.8141,106.9,70,94.0,35,61.4,326,+.027,100,.4877,167,99.8,248,100.2,117,.5291,124
40,,South Florida,12,BE,22-14,.8113,100.9,169,88.9,4,59.6,343,+.041,70,.7036,13,105.3,21,97.6,8,.5450,107
41,,Connecticut,9,BE,20-14,.8108,109.1,41,96.2,65,64.0,276,-.034,255,.7042,10,105.4,19,97.8,12,.4879,171
42,,Drexel,,CAA,29-7,.8102,108.8,49,95.9,62,60.9,334,+.025,106,.4435,204,99.0,289,101.0,151,.4468,218
43,,Temple,5,A10,24-8,.8086,111.1,27,98.0,104,66.8,128,+.055,50,.6592,38,104.7,37,98.9,48,.6562,28
44,,North Carolina St.,11,ACC,24-13,.8053,109.9,33,97.1,78,67.9,87,-.004,181,.6481,45,103.8,55,98.4,33,.5430,111
45,,Saint Mary's,7,WCC,27-6,.8037,112.0,22,99.1,126,64.3,261,+.037,77,.4897,164,102.2,116,102.5,222,.4306,237
46,,UNLV,6,MWC,26-9,.8022,105.4,89,93.3,27,70.0,29,+.006,158,.5662,104,102.3,115,99.9,94,.4856,174
47,,Minnesota,,B10,23-15,.7913,106.8,73,95.1,47,64.5,255,+.016,134,.6923,26,105.8,11,98.6,35,.3564,308
48,,Xavier,10,A10,23-13,.7901,107.0,67,95.4,53,67.2,112,+.030,92,.6838,29,105.5,15,98.7,43,.6219,42
49,,West Virginia,10,BE,19-14,.7880,109.1,42,97.3,83,64.9,232,-.019,220,.6940,24,105.1,26,97.9,18,.5286,126
50,,Miami FL,,ACC,20-13,.7866,108.8,50,97.1,80,64.5,253,-.037,259,.6346,55,103.4,65,98.6,37,.5329,122
51,,Ohio,13,MAC,29-8,.7826,105.4,88,94.3,40,66.6,139,+.021,120,.5120,143,101.8,132,101.4,162,.4161,251
52,,Arizona,,P12,23-12,.7817,105.4,86,94.3,41,65.4,203,-.050,286,.5742,97,102.8,90,100.1,109,.5091,145
53,,Middle Tennessee,,SB,27-7,.7798,106.2,80,95.2,50,66.8,131,-.003,180,.4904,163,101.4,157,101.8,176,.5942,66
54,,St. Bonaventure,14,A10,20-12,.7778,109.0,44,97.7,96,64.0,272,-.024,234,.5903,79,103.0,74,99.8,93,.4807,180
55,,UCLA,,P12,19-14,.7727,105.6,83,94.9,44,66.0,174,-.073,324,.5851,83,101.9,128,98.9,51,.4844,178
56,,Oregon,,P12,24-10,.7727,113.7,15,102.2,187,68.0,85,+.040,73,.5749,95,101.6,145,99.0,53,.4269,242
57,,Washington,,P12,24-11,.7715,107.5,62,96.7,74,69.9,30,+.025,109,.5826,85,103.4,68,100.4,126,.4879,172
58,,Tennessee,,SEC,19-15,.7691,104.0,114,93.7,30,65.6,194,-.040,265,.6597,37,105.1,29,99.2,65,.4953,160
59,,Seton Hall,,BE,21-13,.7601,103.8,117,93.9,34,65.9,183,+.001,170,.6417,48,104.1,44,99.0,54,.4140,254
60,,La Salle,,A10,21-13,.7535,104.5,107,94.8,43,68.7,55,-.096,338,.5524,109,102.7,91,100.9,144,.3906,284
61,,BYU,14,WCC,26-9,.7511,102.5,133,93.1,25,73.3,5,+.020,122,.5177,139,103.3,70,102.6,230,.4742,191
62,,South Dakota St.,14,Sum,27-8,.7494,111.0,29,100.9,157,65.4,201,+.031,90,.4572,191,101.7,141,103.2,277,.5638,88
63,,Iona,14,MAAC,25-8,.7480,112.9,17,102.7,198,70.7,20,-.010,195,.4757,175,100.8,185,101.7,173,.6329,37
64,,New Mexico St.,13,WAC,26-10,.7475,106.4,76,96.8,76,70.4,22,-.041,266,.4744,177,101.7,139,102.7,231,.4603,205
65,,San Diego St.,6,MWC,26-8,.7472,104.6,105,95.2,49,66.7,138,+.060,37,.5491,113,102.3,107,100.6,135,.3973,279
66,,Northwestern,,B10,19-14,.7466,113.3,16,103.1,205,63.3,291,+.048,59,.7039,11,105.5,16,97.9,15,.4550,209
67,,Saint Joseph's,,A10,20-14,.7462,108.5,53,98.8,117,65.9,178,-.053,292,.6240,59,104.0,48,99.5,75,.5745,78
68,,Pittsburgh,,BE,22-17,.7461,110.5,31,100.6,149,63.1,297,-.037,257,.6505,42,104.2,43,98.7,42,.4132,255
69,,Akron,,MAC,22-12,.7442,106.6,75,97.1,79,67.4,106,-.020,223,.5543,107,102.6,97,100.6,139,.5688,83
70,,Massachusetts,,A10,25-12,.7393,105.2,94,96.1,64,73.8,3,+.055,48,.5853,82,103.0,77,100.0,98,.3743,296
71,,Dayton,,A10,20-13,.7389,111.4,25,101.8,174,65.2,211,-.015,206,.6086,66,102.8,88,98.9,52,.4954,159
72,,Southern Miss,9,CUSA,25-9,.7318,108.8,48,99.7,132,64.9,229,+.041,68,.6111,64,102.9,82,98.9,50,.5524,96
73,,Davidson,13,SC,25-8,.7317,109.6,36,100.5,145,68.1,82,+.008,150,.4422,206,100.3,218,102.3,210,.7066,14
74,,Lehigh,15,Pat,27-8,.7314,106.8,71,97.9,102,68.4,67,-.026,239,.3837,280,99.1,285,103.3,280,.4113,258
75,,Denver,,SB,22-9,.7233,108.4,55,99.7,133,61.4,325,-.072,322,.4178,243,99.7,255,102.6,225,.4716,195
76,,Clemson,,ACC,16-15,.7159,103.7,121,95.7,56,64.4,259,-.107,343,.5384,124,100.8,183,99.5,73,.3521,310
77,,Colorado,11,P12,24-12,.7141,102.0,142,94.2,37,65.7,189,+.082,19,.6190,61,103.5,63,99.2,64,.4984,155
78,,Marshall,,CUSA,21-14,.7090,107.8,59,99.8,136,66.2,164,+.025,108,.6457,46,104.1,46,98.8,46,.6006,59
79,,Bucknell,,Pat,25-10,.7051,105.3,93,97.6,91,64.8,240,+.009,148,.4351,215,100.1,231,102.4,218,.5639,87
80,,Northern Iowa,,MVC,20-14,.7046,104.2,110,96.6,70,62.7,306,+.002,168,.6402,52,104.8,33,99.7,87,.6150,49
81,,Mississippi,,SEC,20-14,.7017,104.1,113,96.7,72,65.9,176,+.065,31,.6402,51,103.5,64,98.4,32,.4859,173
82,,Illinois,,B10,17-15,.7007,101.5,153,94.2,38,65.4,204,-.007,191,.6946,23,107.0,1,99.6,82,.4386,228
83,,Georgia St.,,CAA,22-12,.7002,99.8,196,92.7,24,65.0,220,-.075,326,.4066,260,99.7,254,103.0,257,.2958,335
84,,Villanova,,BE,13-19,.6980,107.3,64,99.7,134,68.3,70,-.097,339,.7097,7,104.8,34,97.0,2,.5421,112
85,,Buffalo,,MAC,20-11,.6972,106.4,77,98.9,120,68.2,74,-.001,175,.5426,119,102.4,104,100.9,149,.5508,103
86,,Cleveland St.,,Horz,22-11,.6966,102.9,130,95.7,59,64.9,233,+.007,152,.5493,112,101.3,165,99.6,76,.6363,33
87,,Mississippi St.,,SEC,21-12,.6943,109.5,37,102.0,182,64.7,244,+.006,156,.5821,86,102.6,99,99.6,81,.3891,287
88,,Mercer,,ASun,27-11,.6921,103.8,120,96.7,73,64.8,236,+.020,123,.4885,166,101.5,153,101.9,183,.5260,131
89,,Iowa,,B10,18-17,.6855,109.7,35,102.5,197,68.6,60,+.010,145,.6490,44,105.2,24,99.7,86,.2964,334
90,,Washington St.,,P12,19-18,.6848,108.2,57,101.2,165,62.9,301,-.057,299,.5759,92,103.0,78,100.3,118,.3489,312
91,,UCF,,CUSA,22-11,.6810,105.0,96,98.3,108,64.2,264,+.095,13,.5800,89,102.3,106,99.5,74,.4042,267
92,,Oklahoma St.,,B12,15-18,.6809,105.4,90,98.7,111,66.4,149,-.017,213,.7146,6,105.3,20,97.2,5,.5405,114
93,,Tulsa,,CUSA,17-14,.6799,104.4,108,97.7,98,64.9,234,-.073,325,.5473,114,101.7,143,100.0,102,.5287,125
94,,Princeton,,Ivy,20-12,.6798,105.8,82,99.0,123,64.2,266,-.017,212,.5357,127,101.4,155,100.2,115,.5950,65
95,,Colorado St.,11,MWC,20-12,.6788,109.2,40,102.3,191,64.5,252,+.075,21,.5897,80,102.3,111,99.1,60,.5016,154
96,,Illinois St.,,MVC,21-14,.6773,107.4,63,100.7,152,64.6,249,+.003,164,.5549,106,102.5,103,100.5,133,.3098,330
97,,LSU,,SEC,18-15,.6733,99.1,206,93.1,26,66.1,168,+.019,125,.6314,56,104.0,47,99.3,68,.4107,260
98,,Virginia Tech,,ACC,16-17,.6697,104.1,112,97.9,100,62.6,310,-.094,336,.6414,50,103.3,69,98.2,26,.5269,130
99,,Oral Roberts,,Sum,27-7,.6674,108.8,47,102.5,196,64.5,251,+.063,32,.4385,210,101.1,172,103.3,278,.5095,144
100,,Missouri St.,,MVC,16-16,.6656,102.4,135,96.5,68,63.2,294,-.094,335,.6071,68,103.9,52,100.0,103,.5786,75
101,,Nevada,,WAC,28-7,.6630,104.3,109,98.4,109,65.1,214,+.128,3,.4323,221,100.6,200,103.0,255,.3355,319
102,,Oregon St.,,P12,21-15,.6623,108.2,56,102.1,184,71.4,15,-.059,304,.5383,125,101.9,131,100.5,134,.3168,328
103,,Wagner,,NEC,25-6,.6571,102.1,140,96.5,69,68.6,57,+.015,135,.3679,296,99.1,284,103.9,303,.5449,108
104,,Fairfield,,MAAC,22-15,.6564,98.9,213,93.5,29,64.9,227,-.066,312,.4679,182,101.0,175,102.2,197,.6024,58
105,,Montana,13,BSky,25-7,.6554,101.3,157,95.8,60,65.5,197,+.065,30,.3571,310,100.8,189,106.1,344,.4842,179
106,,Detroit,15,Horz,22-14,.6501,106.4,79,100.8,153,68.2,78,-.006,188,.5073,148,100.5,208,100.2,116,.5253,135
107,,George Mason,,CAA,24-9,.6478,101.9,149,96.7,71,68.2,73,+.048,56,.4427,205,99.4,271,101.4,163,.4018,274
108,,Georgia,,SEC,15-17,.6477,102.3,137,97.1,77,62.5,314,+.032,85,.7009,18,105.1,30,97.6,7,.5257,132
109,,Wyoming,,MWC,21-12,.6476,98.5,222,93.4,28,61.0,333,-.032,253,.4925,158,101.7,142,102.0,189,.2879,336
110,,Old Dominion,,CAA,22-14,.6473,100.5,174,95.4,51,65.8,186,-.005,184,.5058,149,101.1,171,100.9,150,.6196,43
111,,Butler,,Horz,22-15,.6456,97.6,239,92.7,23,65.1,213,+.021,119,.5418,121,101.5,152,100.0,100,.6608,23
112,,Providence,,BE,15-17,.6329,109.9,32,104.8,244,66.5,147,-.012,200,.6060,69,102.1,118,98.4,30,.2556,342
113,,Lamar,16,Slnd,23-12,.6319,105.3,92,100.5,147,66.7,137,-.027,242,.4315,222,98.7,302,101.1,152,.6570,26
114,,Rutgers,,BE,14-18,.6289,100.1,188,95.6,55,66.3,156,-.052,290,.6352,54,104.0,49,99.1,59,.3728,298
115,,Oklahoma,,B12,15-16,.6283,102.4,134,97.9,99,67.4,107,-.019,221,.6428,47,105.2,23,99.9,95,.3410,316
116,,UC Santa Barbara,,BW,20-11,.6265,109.7,34,104.9,247,64.2,262,-.008,194,.4493,201,100.9,177,102.7,235,.6141,50
117,,Richmond,,A10,16-16,.6250,106.4,78,101.8,173,64.0,271,-.047,277,.6019,72,103.0,73,99.4,70,.5179,139
118,,Vermont,16,AE,24-12,.6247,102.0,144,97.6,89,63.4,287,-.022,229,.3742,292,97.9,319,102.3,211,.4750,189
119,,Texas A&M,,B12,14-18,.6215,99.9,194,95.7,58,62.5,316,-.054,293,.6517,40,104.1,45,98.6,38,.2806,338
120,,Evansville,,MVC,16-16,.6198,108.9,45,104.4,233,67.8,92,-.022,227,.5747,96,102.6,96,99.9,96,.4336,233
121,,UNC Asheville,16,BSth,24-10,.6166,107.8,60,103.5,213,69.0,45,+.001,171,.4144,249,100.6,201,103.7,294,.6946,16
122,,Robert Morris,,NEC,26-11,.6136,104.8,100,100.7,151,63.9,277,+.041,71,.4341,216,99.7,256,102.0,190,.6082,53
123,,Duquesne,,A10,16-15,.6077,105.0,97,101.1,160,68.3,69,+.024,110,.6304,57,103.9,53,99.2,61,.5088,146
124,,Kent St.,,MAC,21-12,.6027,102.8,131,99.2,127,68.2,79,+.005,162,.4906,162,100.6,203,100.9,147,.4205,246
125,,UAB,,CUSA,15-16,.5889,99.4,202,96.3,66,62.3,319,+.020,124,.6024,71,103.8,57,100.1,105,.5509,101
126,,Loyola MD,15,MAAC,24-9,.5880,101.8,150,98.7,113,64.4,257,+.114,6,.4566,192,100.7,198,102.2,203,.5335,121
127,,Penn St.,,B10,12-20,.5862,100.4,177,97.4,85,64.5,254,-.025,237,.7074,8,107.0,2,99.0,55,.4496,213
128,,Utah St.,,WAC,21-16,.5829,105.4,87,102.4,192,63.5,286,-.067,315,.4461,203,101.2,168,103.1,268,.4405,225
129,,Maryland,,ACC,17-15,.5819,104.7,103,101.7,172,67.5,99,+.091,15,.6097,65,103.1,71,99.2,63,.4145,253
130,,Bowling Green,,MAC,16-16,.5803,101.5,152,98.7,114,64.6,250,-.064,307,.5272,133,101.8,133,100.9,146,.5571,94
131,,USC Upstate,,ASun,21-13,.5800,100.5,176,97.7,94,68.1,81,+.033,82,.4996,152,102.3,112,102.3,208,.5524,98
132,,Arkansas,,SEC,18-14,.5784,104.9,98,102.0,183,70.4,23,+.029,93,.5538,108,101.3,160,99.4,71,.3156,329
133,,UT Arlington,,Slnd,24-9,.5780,103.8,118,101.0,159,71.6,13,+.021,118,.3762,286,98.4,307,102.8,243,.4750,188
134,,Manhattan,,MAAC,21-13,.5749,101.0,164,98.4,110,68.6,58,-.021,225,.4016,265,99.3,277,102.9,246,.4032,268
135,,Penn,,Ivy,20-13,.5724,102.0,141,99.5,130,62.8,304,+.059,40,.4996,153,101.3,163,101.3,159,.5512,100
136,,Valparaiso,,Horz,22-12,.5718,103.4,124,100.8,155,64.2,265,+.102,10,.5303,131,101.3,159,100.3,119,.5896,70
137,,East Carolina,,CUSA,15-16,.5687,103.1,128,100.6,148,65.7,190,-.095,337,.5664,103,102.0,125,99.6,80,.3834,291
138,,Loyola Marymount,,WCC,21-13,.5665,100.2,185,97.9,101,67.2,111,+.057,46,.4907,161,102.3,109,102.6,228,.4612,203
139,,Indiana St.,,MVC,18-15,.5664,99.7,197,97.4,86,65.0,219,+.059,38,.5773,91,102.9,83,100.1,108,.4645,200
140,,Weber St.,,BSky,25-7,.5582,107.3,65,105.1,251,66.3,151,+.111,8,.3595,305,99.6,260,104.7,328,.4910,167
141,,Stony Brook,,AE,22-10,.5533,101.2,161,99.3,129,62.1,322,+.022,117,.3305,328,97.6,325,103.8,300,.4630,201
142,,DePaul,,BE,12-19,.5521,107.1,66,105.1,252,72.4,8,-.045,270,.5972,73,102.0,124,98.6,36,.2520,343
143,,Drake,,MVC,18-16,.5460,98.4,226,96.8,75,66.8,132,+.035,79,.5668,102,102.6,98,100.2,114,.4731,194
144,,Auburn,,SEC,15-16,.5432,97.1,245,95.7,57,65.1,215,+.025,105,.5808,88,102.8,86,100.0,99,.3478,314
145,,East Tennessee St.,,ASun,17-14,.5431,99.7,199,98.2,106,64.8,239,-.016,211,.4851,170,102.4,105,102.9,251,.4935,164
146,,Quinnipiac,,NEC,18-14,.5403,102.6,132,101.2,166,66.2,162,-.070,320,.3863,278,99.0,291,103.1,262,.4475,217
147,,Rice,,CUSA,19-16,.5373,99.0,210,97.7,97,68.6,59,-.007,192,.5115,144,100.8,184,100.4,128,.4197,247
148,,San Francisco,,WCC,20-14,.5361,106.8,72,105.4,262,69.3,38,-.001,174,.4501,199,100.4,213,102.2,202,.3387,317
149,,UTEP,,CUSA,15-17,.5331,98.8,216,97.6,93,62.6,313,-.031,252,.5518,110,101.6,146,99.8,92,.4905,168
150,,Nebraska,,B10,12-18,.5316,101.5,155,100.4,142,62.6,311,+.033,83,.7020,15,106.5,7,98.8,47,.3770,295
151,,Stephen F. Austin,,Slnd,20-12,.5289,95.1,282,94.1,36,59.8,342,-.058,303,.3396,323,96.8,333,102.5,223,.3999,276
152,,Oakland,,Sum,20-16,.5268,112.8,18,111.7,329,70.7,21,+.022,116,.4923,159,102.1,119,102.4,216,.6155,48
153,,St. John's,,BE,13-19,.5258,101.7,151,100.8,154,67.5,102,+.031,91,.6732,34,104.7,40,98.3,28,.4699,196
154,,Milwaukee,,Horz,20-14,.5227,98.8,217,98.0,103,66.3,153,+.032,88,.5129,142,100.8,186,100.4,123,.5826,72
155,,Charlotte,,A10,13-17,.5190,98.1,229,97.5,87,68.5,63,+.001,169,.6046,70,103.9,50,100.1,110,.4920,165
156,,Yale,,Ivy,19-10,.5178,98.9,214,98.3,107,66.9,122,+.100,11,.4799,172,100.1,228,100.8,143,.4852,176
157,,Tennessee St.,,OVC,20-13,.5138,99.3,204,98.8,116,66.6,145,+.089,16,.4612,186,100.8,188,102.2,200,.5710,80
158,,TCU,,MWC,18-15,.5091,105.1,95,104.8,241,69.2,43,+.085,17,.5451,118,101.3,162,99.7,88,.3981,278
159,,Youngstown St.,,Horz,16-15,.5084,104.8,99,104.5,238,65.4,202,-.021,224,.4946,157,100.2,224,100.4,127,.5284,127
160,,LIU Brooklyn,16,NEC,25-9,.5023,106.9,68,106.9,278,74.2,2,+.118,5,.3807,284,98.6,305,102.8,242,.4418,221
161,,Idaho,,WAC,19-14,.5004,104.2,111,104.2,228,63.6,280,+.012,142,.4786,173,101.9,130,102.7,234,.4476,215
162,,College of Charleston,,SC,19-12,.4991,100.4,178,100.4,143,67.7,95,+.029,94,.4272,230,99.8,247,102.4,215,.6112,52
163,,South Carolina,,SEC,10-21,.4907,100.8,171,101.1,163,62.9,302,-.071,321,.6510,41,103.8,54,98.4,29,.3880,289
164,,Delaware,,CAA,18-14,.4907,102.4,136,102.7,201,68.2,77,+.041,72,.4541,193,98.9,294,100.5,131,.4477,214
165,,North Texas,,SB,18-14,.4882,98.6,219,99.0,122,68.8,52,-.039,262,.4080,257,98.6,306,101.8,178,.4107,259
166,,George Washington,,A10,10-21,.4745,100.2,184,101.1,162,63.6,283,-.039,264,.6414,49,103.9,51,98.8,45,.5823,73
167,,Cal St. Fullerton,,BW,21-10,.4744,106.7,74,107.7,286,69.3,36,+.007,154,.3453,319,98.9,296,104.5,322,.3096,331
168,,Green Bay,,Horz,15-15,.4738,100.2,186,101.1,161,67.1,115,+.068,27,.5672,101,101.2,167,98.9,49,.7123,13
169,,American,,Pat,20-12,.4681,98.9,211,100.1,139,62.7,305,+.057,44,.3714,293,98.8,298,103.5,287,.3907,282
170,,Florida Gulf Coast,,ASun,15-17,.4680,103.8,119,105.0,249,67.5,101,-.029,247,.4827,171,101.5,149,102.1,196,.4207,245
171,,Western Michigan,,MAC,14-20,.4680,103.7,123,104.8,242,65.9,182,-.069,318,.5208,136,102.0,126,101.2,156,.6961,15
172,,Boise St.,,MWC,13-17,.4646,101.9,148,103.2,206,65.2,208,-.083,331,.5459,117,101.8,136,100.2,113,.3877,290
173,,Savannah St.,,MEAC,21-12,.4621,92.7,298,93.9,33,64.2,267,+.067,28,.3463,318,97.7,324,103.2,276,.5359,118
174,,Norfolk St.,15,MEAC,26-10,.4550,100.3,181,101.9,177,67.5,100,+.188,1,.3658,299,99.5,268,104.3,317,.5250,136
175,,Charleston Southern,,BSth,19-12,.4548,102.3,138,103.9,225,70.3,24,+.008,151,.3971,270,100.7,197,104.4,320,.6311,38
176,,North Dakota St.,,Sum,17-14,.4537,103.7,122,105.3,260,67.3,109,-.056,298,.4093,254,100.9,182,104.1,312,.3488,313
177,,Georgia Tech,,ACC,11-20,.4495,96.3,257,98.0,105,63.1,296,-.076,327,.5819,87,102.0,127,99.1,56,.4621,202
178,,Cal Poly,,BW,18-15,.4451,102.0,146,103.9,224,60.3,340,-.070,319,.3862,279,99.9,240,104.0,309,.4173,250
179,,Boston University,,AE,16-16,.4444,97.6,241,99.5,131,64.8,241,-.010,197,.4223,234,99.1,287,101.8,179,.6403,30
180,,North Florida,,ASun,16-16,.4398,101.1,162,103.3,208,66.7,136,+.066,29,.5467,116,102.1,122,100.4,129,.6576,24
181,,Western Illinois,,Sum,18-15,.4364,95.2,280,97.3,82,58.5,344,+.023,113,.4528,196,103.6,61,105.3,339,.4011,275
182,,Louisiana Tech,,WAC,18-16,.4322,100.6,173,103.1,204,67.6,97,+.054,51,.4599,188,100.5,209,101.9,185,.3723,299
183,,Morehead St.,,OVC,18-15,.4304,98.6,220,101.0,158,61.0,331,+.028,97,.4329,219,100.5,210,102.9,245,.5849,71
184,,Arkansas Little Rock,,SB,15-16,.4255,96.1,265,98.7,112,64.8,238,+.025,107,.5047,151,100.9,181,100.7,141,.6182,45
185,,UTSA,,Slnd,18-14,.4253,100.8,172,103.5,214,67.8,94,-.050,285,.3936,272,98.4,308,102.2,201,.5111,142
186,,Northeastern,,CAA,14-17,.4240,98.8,215,101.5,171,64.7,245,+.037,76,.5311,130,100.7,191,99.7,85,.6364,32
187,,Columbia,,Ivy,15-15,.4238,100.0,192,102.7,200,63.4,289,-.047,278,.4331,218,99.3,278,101.7,172,.4023,272
188,,Fresno St.,,WAC,13-20,.4190,98.4,225,101.3,168,62.6,312,-.090,334,.5104,145,102.3,108,101.9,188,.4946,162
189,,Western Kentucky,16,SB,16-19,.4183,96.1,266,98.9,118,69.0,48,+.083,18,.5074,147,100.7,193,100.5,130,.5709,81
190,,Air Force,,MWC,13-16,.4156,97.9,232,100.9,156,62.4,317,-.019,219,.5089,146,100.3,221,100.0,97,.2642,340
191,,IUPUI,,Sum,14-18,.4087,105.5,84,109.0,305,66.0,173,-.028,246,.4656,183,101.4,156,102.6,229,.4955,158
192,,Wofford,,SC,19-14,.4076,100.1,190,103.4,209,61.8,324,+.048,57,.4021,264,99.6,258,103.1,267,.4777,184
193,,Houston,,CUSA,15-15,.4065,103.0,129,106.5,273,67.3,110,-.003,178,.4409,207,99.6,262,101.6,171,.2606,341
