rank,class,team,seed,conf,wins_losses,pythagorean_rating,adj_offensive_efficiency,adj_offensive_efficiency_seed,adj_defensive_efficiency,adj_defensive_efficiency_seed,adj_tempo,adj_tempo_seed,luck,luck_seed,sos_pythagorean_rating,sos_pythagorean_seed,opposing_offenses,opposing_offenses_seed,opposing_defenses,opposing_defenses_seed,ncsos_pythagorean_rating,ncsos_pythagorean_seed
20,,Notre Dame,5,BE,24-10,.8759,115.3,6,97.3,74,70.8,74,+.009,138,.7528,3,106.0,9,96.3,3,.5945,72
21,,Wake Forest,2,ACC,25-6,.8742,112.8,16,95.3,47,69.0,135,+.073,25,.6572,56,104.1,64,98.4,53,.4014,246
22,,Xavier,3,A10,26-6,.8705,111.8,19,94.7,36,69.3,124,+.018,121,.6137,83,103.7,77,99.6,90,.5895,79
23,,Oklahoma St.,6,B12,22-10,.8519,103.2,121,88.7,5,68.4,174,+.003,159,.7082,22,104.9,44,97.1,14,.4672,179
24,,Memphis,7,CUSA,23-7,.8502,109.6,31,94.3,30,69.8,108,+.006,145,.6106,86,102.2,136,98.3,49,.5615,105
25,,Missouri,6,B12,22-11,.8488,110.3,26,95.0,42,67.5,206,+.044,67,.7526,4,105.6,17,95.9,1,.5912,77
26,,LSU,8,SEC,21-11,.8433,108.6,47,93.8,28,69.2,130,-.034,260,.6241,74,103.1,102,98.7,63,.2912,311
27,,Purdue,9,B10,19-11,.8379,104.0,109,90.2,10,70.9,68,-.013,197,.7223,14,106.2,6,97.7,27,.6147,56
28,,Texas Tech,,B12,21-13,.8339,107.7,55,93.6,26,67.3,216,-.026,231,.7007,27,105.5,20,98.0,35,.4196,233
29,,BYU,12,MWC,23-9,.8335,107.0,61,93.1,23,66.6,251,-.031,247,.6207,78,105.8,11,101.4,151,.6245,51
30,,Arizona St.,10,P10,20-12,.8323,112.3,17,97.7,84,68.6,156,-.014,200,.7041,25,105.1,38,97.4,18,.6132,59
31,,Georgetown,,BE,19-15,.8320,106.4,70,92.6,20,72.0,42,-.101,317,.6733,44,104.0,68,97.7,21,.2788,314
32,,UNC Wilmington,11,CAA,24-7,.8292,108.8,42,94.8,38,65.5,282,-.031,249,.4326,211,98.3,265,100.7,117,.4777,167
33,,Creighton,6,MVC,29-5,.8258,109.5,32,95.6,54,70.1,92,+.025,97,.4863,157,101.5,164,101.9,183,.4831,163
34,,Gonzaga,9,WCC,24-9,.8227,111.8,20,97.8,86,68.5,162,-.021,217,.6019,89,102.9,112,99.3,83,.6349,44
35,,Butler,12,Horz,27-6,.8178,113.8,12,99.9,134,59.6,325,+.073,26,.5987,90,103.2,96,99.6,91,.5500,116
36,,Colorado,10,B12,20-12,.8154,107.9,53,94.8,37,71.5,55,+.001,162,.7004,28,105.2,32,97.7,22,.4858,161
37,,Stanford,4,P10,24-9,.8122,108.7,45,95.7,58,67.1,227,+.066,36,.6786,40,105.0,41,98.4,54,.5851,81
38,,Boston College,,BE,19-12,.8073,117.0,4,103.3,201,69.5,120,+.033,83,.7090,20,105.0,40,97.2,15,.5529,111
39,,Providence,,BE,18-14,.8058,105.6,84,93.3,24,68.4,168,-.051,281,.7069,23,105.3,26,97.5,19,.5384,121
40,,Georgia Tech,,ACC,16-15,.8035,107.5,57,95.1,45,70.3,87,-.090,311,.6964,31,105.1,37,97.8,30,.4605,189
41,,Dayton,4,A10,24-6,.8028,115.8,5,102.5,187,65.9,272,+.085,14,.6190,79,103.1,104,98.8,68,.6294,48
42,,California,8,P10,22-9,.8022,109.1,37,96.6,65,67.2,225,+.062,42,.6686,49,105.4,22,99.2,78,.4992,155
43,,Indiana,7,B10,21-13,.7977,112.0,18,99.4,120,64.6,295,+.049,59,.7450,5,105.8,12,96.4,4,.7142,21
44,,Cincinnati,8,CUSA,17-12,.7964,103.0,125,91.5,15,68.0,182,-.069,299,.6709,47,105.2,30,98.8,69,.5764,88
45,,Seton Hall,,BE,17-13,.7947,102.8,129,91.4,13,67.2,226,+.023,110,.7187,16,105.2,27,97.0,9,.5035,153
46,,Oregon,8,P10,23-10,.7940,108.9,40,96.8,67,72.7,28,+.032,84,.6228,75,103.9,70,99.5,88,.3861,261
47,,Penn,11,Ivy,22-6,.7928,110.0,27,97.9,90,64.7,289,+.035,80,.4517,187,99.1,234,100.8,123,.5973,68
48,,Milwaukee,12,Horz,23-8,.7917,106.7,64,95.0,43,73.0,22,+.025,101,.5585,115,104.0,69,101.9,177,.5509,115
49,,Tulsa,13,WAC,23-10,.7915,106.6,66,94.9,41,68.7,151,-.061,291,.5171,141,101.6,160,101.0,136,.5894,80
50,,North Carolina St.,9,ACC,18-13,.7865,110.4,25,98.6,107,66.1,266,-.023,225,.6663,51,104.9,42,98.8,66,.3260,299
51,,Alabama,10,SEC,17-12,.7847,108.3,51,96.8,68,66.7,247,-.016,204,.7087,21,104.9,46,97.1,13,.5474,117
52,,Utah,9,MWC,25-8,.7818,104.5,100,93.5,25,63.1,312,+.068,34,.6086,87,105.2,29,101.2,145,.5338,123
53,,Auburn,10,SEC,22-12,.7815,105.3,89,94.3,31,67.7,195,+.051,52,.6877,34,104.6,55,97.7,20,.3726,274
54,,Western Kentucky,13,SB,24-9,.7784,106.7,65,95.6,53,68.8,148,+.036,76,.5377,126,102.3,128,100.9,133,.5613,107
55,,North Carolina,,ACC,19-16,.7684,106.4,68,95.9,60,69.9,103,+.024,104,.7381,6,105.8,14,96.7,6,.6414,38
56,,Holy Cross,14,Pat,25-5,.7603,104.9,93,94.9,40,66.3,261,+.064,39,.3736,255,98.6,254,103.1,248,.5110,145
57,,Southern Illinois,11,MVC,24-7,.7559,108.7,44,98.5,105,68.9,144,+.063,41,.5395,125,102.1,139,100.7,118,.5812,84
58,,Michigan,,B10,17-13,.7555,107.9,52,97.8,87,66.7,248,+.024,107,.6824,38,104.9,47,98.1,44,.5446,118
59,,Manhattan,14,MAAC,23-7,.7544,104.1,107,94.4,32,69.5,121,+.014,126,.4783,164,101.2,169,102.0,186,.5993,65
60,,Villanova,,BE,15-16,.7498,104.1,108,94.6,34,70.2,89,-.059,289,.7342,7,106.0,10,97.0,10,.6792,28
61,,Detroit,,Horz,18-12,.7483,108.5,49,98.7,109,65.9,269,-.089,310,.5252,138,102.6,119,101.8,169,.5088,147
62,,Central Michigan,11,MAC,25-7,.7435,108.7,46,99.1,117,72.5,33,+.137,3,.5536,118,103.3,85,101.4,154,.5761,90
63,,Louisiana Lafayette,,SB,19-10,.7408,106.4,74,97.1,70,71.6,54,-.015,201,.5666,111,102.2,134,99.8,95,.6227,52
64,,Iowa St.,,B12,16-14,.7357,104.7,96,95.8,59,67.5,207,-.045,276,.6256,73,103.0,109,98.5,56,.2403,320
65,,Temple,,A10,18-16,.7345,106.4,72,97.4,79,64.5,297,+.027,90,.6971,30,105.3,23,98.0,36,.7902,6
66,,Tennessee,,SEC,17-12,.7332,107.0,63,98.0,91,65.6,277,+.026,94,.6805,39,104.5,57,97.8,33,.3963,253
67,,Illinois Chicago,,Horz,21-9,.7310,109.1,35,100.0,135,69.6,115,+.025,103,.5278,133,102.4,124,101.4,155,.4777,166
68,,Kansas St.,,B12,13-17,.7309,105.3,88,96.6,66,67.5,209,-.154,327,.6496,63,103.1,105,97.7,25,.3720,275
69,,St. John's,,BE,21-13,.7305,104.6,98,95.9,61,67.6,200,+.035,78,.6695,48,105.2,31,98.9,71,.4969,157
70,,Mississippi,,SEC,14-15,.7291,109.8,29,100.7,153,64.5,298,-.099,313,.6385,68,101.9,143,97.0,8,.3069,307
71,,UAB,,CUSA,20-13,.7204,103.9,111,95.7,56,75.6,4,-.007,183,.5731,105,102.3,129,99.7,92,.3031,308
72,,Minnesota,,B10,19-14,.7195,106.4,71,98.0,92,71.8,47,+.016,122,.6512,61,104.1,62,98.6,60,.3961,254
73,,San Diego,13,WCC,17-12,.7092,103.9,110,96.2,62,72.2,38,+.004,155,.5853,96,103.6,82,100.5,113,.6392,40
74,,Weber St.,12,BSky,25-5,.7080,109.9,28,101.7,171,67.6,201,+.074,24,.4496,191,99.6,222,101.4,152,.5130,141
75,,Ohio St.,,B10,17-15,.7077,101.2,163,93.7,27,65.7,276,+.053,50,.7026,26,105.3,25,97.7,24,.4756,169
76,,DePaul,,CUSA,16-13,.7057,103.3,120,95.7,57,67.1,229,-.003,168,.6574,54,103.9,71,98.2,48,.5642,102
77,,Florida St.,,ACC,14-15,.6912,99.2,199,92.5,18,68.9,145,-.052,283,.6556,57,105.1,35,99.4,85,.3439,292
78,,Iowa,,B10,17-14,.6905,105.5,85,98.4,101,68.4,172,-.017,209,.6176,80,102.8,115,98.6,59,.3535,287
79,,Virginia,,ACC,16-16,.6897,107.5,58,100.3,139,69.9,107,+.025,99,.7248,12,105.7,16,97.2,16,.5646,99
80,,Saint Louis,,CUSA,16-14,.6894,102.5,132,95.7,55,60.3,324,+.026,96,.6628,53,104.5,56,98.6,58,.5738,92
81,,UNLV,,MWC,21-11,.6853,106.4,69,99.5,122,71.3,60,+.022,111,.5604,113,103.1,100,101.0,135,.4985,156
82,,New Mexico St.,,SB,19-9,.6840,106.4,73,99.5,121,68.8,146,-.005,173,.4607,181,100.7,184,102.1,193,.3195,303
83,,Nevada,,WAC,17-14,.6798,106.5,67,99.7,132,70.2,91,-.096,312,.5599,114,102.2,132,100.1,102,.6296,47
84,,Southwest Missouri St.,,MVC,17-12,.6755,98.3,212,92.2,17,64.7,290,-.076,301,.4886,155,102.6,120,103.0,235,.4549,194
85,,South Carolina,,SEC,12-16,.6749,100.8,167,94.6,35,67.2,222,-.028,238,.7189,15,106.5,4,98.2,46,.5131,139
86,,USC,,P10,13-17,.6637,104.1,105,98.1,94,74.8,7,-.056,284,.6547,59,105.1,33,99.4,86,.4397,214
87,,St. Bonaventure,,A10,13-14,.6632,111.7,21,105.3,241,72.9,26,-.069,298,.6457,65,104.1,66,98.8,65,.6787,29
88,,Troy St.,14,ASun,25-6,.6609,105.6,83,99.7,127,71.9,43,+.104,9,.3775,252,98.7,253,103.1,247,.4261,225
89,,Western Michigan,,MAC,19-12,.6564,99.6,193,94.2,29,67.1,232,-.017,205,.5341,129,103.6,81,102.4,209,.5805,86
90,,Utah St.,15,BW,22-9,.6534,105.4,87,99.7,131,62.5,315,+.004,156,.4494,192,100.1,203,101.9,182,.5068,150
91,,Valparaiso,,MCon,20-11,.6516,102.3,137,96.9,69,67.5,210,+.023,109,.4668,177,101.7,156,102.9,226,.6990,24
92,,Texas A&M,,B12,14-14,.6443,102.9,126,97.8,85,72.3,36,+.022,112,.6738,43,104.9,48,98.5,55,.3669,278
93,,Fresno St.,,WAC,20-8,.6441,103.7,113,98.5,103,67.3,214,+.061,43,.4802,160,100.4,193,101.1,139,.4711,172
94,,UC Santa Barbara,,BW,18-14,.6399,102.5,133,97.5,82,62.2,316,-.080,305,.4748,171,101.0,175,101.9,181,.5987,67
95,,Miami FL,,BE,11-17,.6385,102.2,142,97.3,75,67.7,197,-.120,324,.6467,64,103.0,107,97.7,26,.3785,267
96,,Rutgers,,BE,12-16,.6384,100.1,183,95.3,48,70.0,101,-.040,270,.6726,45,104.7,53,98.3,50,.3540,286
97,,Baylor,,B12,14-14,.6363,105.3,90,100.3,140,67.1,231,-.005,178,.6117,85,102.1,138,98.2,47,.2049,325
98,,San Diego St.,,MWC,15-13,.6352,105.9,80,100.9,156,68.5,165,-.022,223,.5726,107,103.0,106,100.4,110,.4170,236
99,,Charlotte,,CUSA,13-16,.6323,102.2,140,97.5,81,67.4,212,-.009,185,.6750,42,104.2,61,97.8,29,.6045,63
100,,UCLA,,P10,10-19,.6311,106.2,75,101.3,163,70.8,73,-.064,294,.7153,18,105.8,13,97.7,23,.6303,46
101,,Vanderbilt,,SEC,11-18,.6256,102.3,136,97.9,88,71.3,57,-.050,280,.7241,13,106.4,5,97.8,32,.4696,175
102,,Drexel,,CAA,18-12,.6250,99.6,194,95.3,46,69.0,138,+.013,131,.5133,145,100.4,195,99.9,98,.6291,49
103,,Richmond,,A10,15-14,.6239,99.3,198,95.0,44,63.5,307,-.037,265,.5958,91,103.3,84,99.9,97,.5083,148
104,,Colorado St.,14,MWC,17-14,.6235,108.8,43,104.1,221,68.3,176,+.032,85,.5798,102,103.2,95,100.3,105,.4180,235
105,,George Washington,,A10,12-17,.6222,106.0,78,101.5,165,70.0,100,-.078,303,.6222,76,102.8,114,98.5,57,.5675,97
106,,West Virginia,,BE,14-15,.6202,103.0,124,98.7,112,66.5,256,+.054,49,.6858,36,104.9,43,98.1,41,.4119,239
107,,Tulane,,CUSA,15-15,.6156,105.3,91,101.0,159,66.7,249,-.064,293,.5488,121,101.0,176,99.3,82,.4002,248
108,,Clemson,,ACC,15-13,.6151,104.8,95,100.6,152,65.5,281,+.026,95,.5952,92,102.5,122,99.2,77,.2144,324
109,,Wyoming,,MWC,21-11,.6141,107.2,60,103.0,196,69.1,134,+.083,17,.5567,116,102.3,130,100.3,104,.4360,215
110,,Eastern Washington,,BSky,17-13,.6110,101.2,164,97.3,77,69.2,132,-.032,251,.5153,142,100.6,186,100.1,101,.6086,61
111,,Kent St.,,MAC,20-10,.6102,109.0,39,104.8,230,68.0,183,+.023,108,.5146,143,102.7,118,102.1,198,.5851,82
112,,VCU,,CAA,18-10,.6083,101.9,147,98.1,93,70.6,79,-.009,186,.3785,250,97.7,278,102.0,190,.3109,306
113,,Rice,,WAC,17-10,.6078,104.1,106,100.2,138,70.5,81,+.063,40,.4977,153,100.1,205,100.2,103,.5043,152
114,,Murray St.,,OVC,15-12,.6074,105.7,82,101.8,172,67.0,234,-.081,307,.4424,201,101.7,155,103.8,272,.6699,31
115,,College of Charleston,,SC,23-8,.6072,100.8,168,97.1,71,68.4,169,+.079,22,.4293,216,100.6,188,103.1,246,.4872,160
116,,San Francisco,,WCC,14-14,.6067,107.7,54,103.8,211,64.9,285,-.019,215,.5563,117,102.0,142,100.0,99,.5714,94
117,,Virginia Tech,,BE,11-18,.6005,106.1,76,102.5,184,68.7,153,-.045,275,.6320,70,103.9,72,99.1,76,.3747,271
118,,Loyola Chicago,,Horz,15-16,.5991,104.2,103,100.6,151,71.7,51,-.015,203,.5716,109,103.3,90,100.7,119,.6143,57
119,,Hawaii,,WAC,18-13,.5962,101.7,152,98.3,96,67.1,230,+.025,100,.5262,136,102.2,133,101.3,146,.4581,191
120,,Rhode Island,,A10,19-12,.5914,100.3,180,97.1,72,69.9,104,+.113,7,.5927,93,103.3,86,100.0,100,.5324,124
121,,South Florida,,CUSA,14-14,.5904,100.3,178,97.1,73,69.0,136,+.006,149,.6121,84,102.9,111,98.9,73,.5525,112
122,,Siena,,MAAC,21-11,.5896,104.1,104,100.9,158,70.3,88,-.013,196,.4244,222,99.7,219,102.4,210,.4249,226
123,,George Mason,,CAA,16-12,.5876,96.0,256,93.1,22,66.4,259,-.022,220,.4796,162,100.2,200,100.9,128,.6141,58
124,,UCF,,ASun,20-11,.5818,101.9,146,99.1,116,66.9,241,-.032,252,.3624,265,99.0,240,104.0,279,.3907,258
125,,Boston University,,AE,20-11,.5805,101.4,160,98.5,104,65.5,279,+.014,128,.4234,224,99.3,231,102.0,184,.6341,45
126,,Tennessee Tech,,OVC,17-12,.5796,101.7,150,98.9,113,70.1,94,-.017,206,.4371,204,101.7,154,104.0,277,.6372,42
127,,UC Irvine,,BW,19-9,.5785,101.5,158,98.7,110,67.0,233,+.078,23,.4483,194,100.0,210,101.8,172,.5623,103
128,,Middle Tennessee St.,,SB,14-14,.5766,102.3,135,99.6,126,67.7,196,-.006,179,.5475,123,102.2,135,100.5,111,.5243,129
129,,Oregon St.,,P10,12-15,.5639,98.6,208,96.4,63,68.5,161,+.006,147,.6405,67,103.9,73,98.8,67,.3449,291
130,,Austin Peay,13,OVC,20-8,.5638,99.8,190,97.6,83,65.3,284,+.172,1,.4629,180,103.1,98,104.5,291,.6854,27
131,,Northern Illinois,,MAC,17-14,.5629,103.6,115,101.3,162,66.3,263,+.049,62,.5344,128,102.9,113,101.7,166,.5925,74
132,,American,,Pat,16-14,.5618,102.5,131,100.4,144,64.6,294,-.099,315,.3722,256,97.7,277,102.3,203,.4634,185
133,,Toledo,,MAC,13-16,.5617,102.3,138,100.1,136,68.9,142,-.044,273,.5731,106,103.8,75,101.1,140,.6456,35
134,,SMU,,WAC,17-13,.5613,102.7,130,100.5,149,69.5,118,+.069,31,.5335,130,101.7,153,100.5,114,.5944,73
135,,Chattanooga,,SC,19-9,.5601,109.7,30,107.4,277,70.8,75,+.034,81,.4061,234,99.8,213,103.2,252,.5193,131
136,,Wichita St.,,MVC,18-12,.5556,107.3,59,105.2,238,69.1,133,+.050,54,.4793,163,100.2,201,100.9,130,.3304,296
137,,Washington,,P10,10-17,.5543,101.6,155,99.7,129,71.7,53,-.058,287,.6556,58,104.6,54,98.9,72,.4506,199
138,,Princeton,,Ivy,15-11,.5495,107.6,56,105.7,248,60.9,320,-.027,233,.4515,188,99.0,238,100.7,120,.5991,66
139,,Stephen F. Austin,,Slnd,19-8,.5385,104.3,101,102.9,195,63.9,301,+.004,157,.3005,298,96.3,308,103.6,265,.4278,222
140,,Denver,,SB,17-15,.5358,101.0,165,99.7,130,68.9,143,-.027,232,.4747,172,101.6,159,102.5,215,.3883,259
141,,East Tennessee St.,15,SC,17-11,.5357,100.3,179,99.0,115,76.3,3,+.036,77,.4586,183,101.5,162,103.0,232,.5970,69
142,,Arkansas Little Rock,,SB,17-11,.5329,101.5,159,100.3,141,67.3,213,+.070,28,.4891,154,101.1,174,101.5,160,.4209,230
143,,Vermont,16,AE,19-11,.5328,99.4,197,98.3,95,65.9,271,+.020,118,.3829,248,98.9,245,103.1,245,.4463,204
144,,Brown,,Ivy,17-12,.5319,104.6,97,103.5,205,72.7,27,+.043,68,.4369,205,99.7,221,101.9,178,.5142,137
145,,Saint Mary's,,WCC,14-15,.5311,96.5,249,95.5,51,67.0,238,-.044,274,.5139,144,101.8,144,101.3,149,.4622,188
146,,Arkansas,,SEC,9-19,.5295,96.5,250,95.5,52,67.3,217,-.039,267,.7184,17,105.6,18,97.3,17,.5127,142
147,,Bradley,,MVC,12-18,.5294,101.6,154,100.6,150,70.2,90,-.124,325,.5179,140,102.8,116,102.1,197,.5302,126
148,,Fairfield,,MAAC,19-12,.5293,98.3,213,97.3,76,70.5,82,+.082,19,.4798,161,101.3,167,102.1,192,.5680,96
149,,Miami OH,,MAC,12-15,.5277,99.4,196,98.5,102,58.1,326,-.027,234,.5802,101,104.8,49,101.9,180,.7682,10
150,,Pepperdine,,WCC,15-13,.5242,109.1,36,108.2,285,72.3,35,+.042,70,.5286,132,101.7,152,100.7,121,.5101,146
151,,Davidson,,SC,14-10,.5225,102.2,141,101.4,164,71.9,45,+.006,148,.4692,174,100.7,182,101.8,173,.7763,8
152,,Nebraska,,B12,11-18,.5209,95.2,265,94.6,33,68.6,155,+.014,127,.6945,32,105.3,24,98.1,42,.4333,218
153,,IUPUI,16,MCon,19-14,.5179,101.4,161,100.7,155,68.6,157,+.072,27,.4424,200,101.7,157,103.7,270,.5713,95
154,,Sam Houston St.,15,Slnd,21-7,.5169,100.2,182,99.6,124,68.4,170,+.088,13,.3166,289,96.5,305,103.1,250,.4325,219
155,,Northwestern,,B10,12-17,.5062,103.5,118,103.2,200,62.7,314,-.002,167,.6047,88,103.2,93,99.5,87,.2692,318
156,,Iona,,MAAC,17-12,.5050,100.5,174,100.4,143,70.7,76,-.033,253,.3879,245,99.9,212,103.9,275,.3862,260
157,,Ohio,,MAC,14-16,.5025,104.6,99,104.5,224,66.3,262,+.089,12,.5838,97,104.2,60,101.2,143,.7369,18
158,,Arkansas St.,,SB,11-15,.4959,106.1,77,106.2,259,68.2,181,-.100,316,.4775,165,100.4,194,101.2,144,.3795,265
159,,Yale,,Ivy,13-13,.4946,98.1,220,98.3,97,70.7,77,-.037,263,.4749,170,100.0,209,100.9,127,.6379,41
160,,Old Dominion,,CAA,12-15,.4902,98.0,223,98.4,100,68.0,185,-.113,320,.4271,217,98.8,251,101.3,148,.4154,237
161,,Morehead St.,,OVC,17-9,.4898,108.6,48,109.0,292,68.8,147,+.049,61,.4028,236,101.0,177,104.5,292,.5617,104
162,,South Alabama,,SB,12-14,.4886,103.1,122,103.5,208,66.9,240,-.001,166,.5725,108,103.0,110,100.4,107,.5920,75
163,,Niagara,,MAAC,17-12,.4874,109.1,34,109.6,296,67.8,193,+.092,11,.4575,184,99.4,228,100.9,129,.5131,140
164,,Oral Roberts,,MCon,17-10,.4867,102.3,139,102.8,194,69.9,105,-.029,243,.3317,281,99.7,220,105.9,314,.3794,266
165,,Southern Miss,,CUSA,13-16,.4827,97.7,229,98.3,98,68.7,150,+.049,60,.5812,100,102.1,140,99.2,79,.4632,186
166,,Mercer,,ASun,22-6,.4790,105.9,79,106.6,268,70.8,69,+.169,2,.2858,307,96.2,310,104.2,285,.2347,322
167,,Belmont,,ASun,17-12,.4781,101.8,148,102.6,190,68.7,149,+.020,117,.4306,214,100.6,189,103.0,238,.6508,34
168,,La Salle,,A10,12-17,.4757,100.8,172,101.6,167,68.6,158,+.001,164,.5920,94,103.1,101,99.8,94,.4891,159
169,,Akron,,MAC,14-14,.4707,108.8,41,110.0,299,68.4,166,-.025,229,.4515,189,101.3,166,103.1,243,.3372,294
170,,Cal Poly,,BW,16-14,.4681,96.8,241,97.9,89,70.8,71,+.056,48,.4479,197,100.2,198,102.1,194,.5081,149
171,,Air Force,,MWC,12-16,.4667,102.9,127,104.1,219,54.7,327,-.074,300,.5258,137,102.7,117,101.8,170,.3512,289
172,,Ball St.,,MAC,13-17,.4648,105.4,86,106.7,269,72.1,40,+.013,132,.5675,110,103.3,87,100.9,131,.6409,39
173,,Wagner,15,NEC,21-11,.4560,103.7,114,105.3,239,68.3,177,+.048,63,.3543,270,99.0,239,104.3,286,.5951,71
174,,Marshall,,MAC,13-15,.4558,100.5,175,102.0,178,68.4,167,-.028,237,.4773,166,102.4,125,103.2,253,.4221,229
175,,Delaware,,CAA,15-14,.4552,98.1,217,99.7,128,70.6,80,+.007,143,.4758,168,99.6,224,100.4,109,.5170,133
176,,Appalachian St.,,SC,16-10,.4541,102.1,143,103.8,213,77.5,1,+.081,20,.4333,210,100.3,197,102.7,223,.6224,53
177,,TCU,,CUSA,9-19,.4497,104.3,102,106.1,256,72.6,30,-.028,239,.6147,82,103.0,108,98.9,70,.5156,135
178,,East Carolina,,CUSA,10-15,.4483,97.0,238,98.7,111,66.4,260,-.019,214,.6302,71,103.7,78,99.0,74,.3614,281
179,,New Orleans,,SB,13-14,.4478,99.9,187,101.7,170,67.3,215,+.006,146,.5086,148,101.6,161,101.3,147,.4494,201
180,,Boise St.,,WAC,12-16,.4423,94.6,272,96.5,64,68.2,179,-.033,257,.4687,175,100.8,180,101.9,179,.3820,263
181,,Pacific,,BW,12-16,.4389,98.0,221,100.2,137,67.8,192,-.066,297,.4678,176,100.5,190,101.6,165,.5764,89
182,,Eastern Illinois,,OVC,13-16,.4358,104.8,94,107.2,274,71.3,56,-.022,221,.4805,159,102.3,131,103.0,231,.6447,36
183,,Bowling Green,,MAC,11-16,.4292,98.0,222,100.5,148,67.2,223,+.049,57,.5836,98,104.7,51,101.7,167,.6961,25
184,,Evansville,,MVC,12-16,.4198,103.5,117,106.5,266,69.0,137,+.047,64,.5755,104,103.2,91,100.5,116,.6653,32
185,,Northern Iowa,,MVC,10-17,.4159,100.8,169,103.8,214,65.9,268,-.010,189,.5265,135,102.0,141,101.1,137,.5792,87
186,,Idaho St.,,BSky,13-14,.4156,98.6,207,101.6,166,71.7,52,+.011,137,.4489,193,99.8,216,101.6,162,.4937,158
187,,UT Arlington,,Slnd,14-13,.4153,96.6,245,99.6,123,63.9,303,+.008,141,.3719,258,97.7,276,102.3,205,.7554,12
188,,Oakland,,MCon,15-11,.4110,101.9,145,105.2,236,73.0,24,+.008,142,.3406,275,99.5,225,105.4,308,.3992,250
189,,New Mexico,,MWC,9-18,.4100,105.8,81,109.2,294,67.9,188,-.024,227,.5646,112,103.1,103,100.8,124,.4038,245
190,,Jacksonville St.,,ASun,19-10,.4091,102.8,128,106.1,257,69.7,113,+.064,38,.3133,292,97.5,285,104.4,287,.3209,301
191,,Northern Arizona,,BSky,13-13,.4091,98.0,225,101.1,160,70.0,97,+.006,150,.4200,228,100.2,199,103.1,242,.4097,242
192,,Massachusetts,,A10,10-18,.4063,95.4,261,98.6,108,66.6,250,-.012,192,.5864,95,103.4,83,100.3,106,.5048,151
193,,Cal St. Northridge,,BW,13-15,.4058,98.6,206,102.0,176,69.2,129,-.018,213,.4368,206,99.6,223,101.9,174,.4795,164
